Date,TimeOfCall,Age,Gender,Race,Language,City,Reason for Dispatch
3/14/2023,18:59:12,Not Given,Male,N/A,English,Springfield,Check Welfare
3/14/2023,19:14:18,Not Given,Female,White,English,Springfield,Public Assist
3/14/2023,20:08:08,Not Given,Male,White,English,Springfield,Check Welfare
3/14/2023,20:28:45,Not Given,Female,Black or African American,English,Springfield,Police Assist
3/14/2023,22:32:44,38,Male,White,English,Springfield,Police Assist
3/14/2023,23:30:46,40,Female,Black or African American,English,Springfield,Check Welfare
3/15/2023,1:50:14,31,Female,White,English,Springfield,Police Assist
3/15/2023,2:14:38,47,Male,White,English,Springfield,Check Welfare
3/15/2023,6:50:00,Not Given,Chose not to disclose,N/A,English,Springfield,Check Welfare
3/15/2023,7:01:00,Not Given,Male,N/A,English,Eugene,Public Assist
3/15/2023,7:18:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/15/2023,7:27:00,75,Female,Asian,English,Eugene,Public Assist
3/15/2023,10:07:00,69,Female,N/A,English,Eugene,Suicidal Subject
3/15/2023,10:33:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/15/2023,10:10:00,Not Given,Chose not to disclose,White,English,Springfield,Public Assist
3/15/2023,11:14:42,30,Male,White,English,Eugene,Check Welfare
3/15/2023,12:25:02,42,Male,White,English,Eugene,Check Welfare
3/15/2023,12:39:20,67,Male,White,English,Eugene,Public Assist
3/15/2023,13:53:10,24,Male,White,English,Eugene,Public Assist
3/15/2023,15:00:53,28,Male,Black or African American,English,Eugene,Public Assist
3/15/2023,16:30:49,47,Male,White,English,Eugene,Check Welfare
3/15/2023,17:30:04,Not Given,Female,N/A,English,Eugene,Check Welfare
3/15/2023,18:03:45,Not Given,Male,N/A,English,Eugene,Check Welfare
3/15/2023,18:12:12,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/15/2023,18:36:59,51,Female,White,English,Eugene,Check Welfare
3/15/2023,18:58:20,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/15/2023,19:09:08,Not Given,Male,White,English,Eugene,Check Welfare
3/15/2023,19:16:16,Not Given,Female,N/A,English,Eugene,Check Welfare
3/15/2023,19:21:53,42,Male,White,English,Eugene,Check Welfare
3/15/2023,20:15:54,Not Given,Female,N/A,English,Eugene,Check Welfare
3/15/2023,20:35:57,Not Given,Male,N/A,English,Eugene,Public Assist
3/15/2023,20:41:39,Not Given,Male,N/A,English,Eugene,Check Welfare
3/15/2023,20:43:18,32,Female,White,English,Eugene,Public Assist
3/15/2023,21:20:12,79,Male,White,English,Eugene,Check Welfare
3/15/2023,21:36:30,Not Given,Male,White,English,Eugene,Check Welfare
3/15/2023,22:05:15,44,Female,White,English,Eugene,Public Assist
3/15/2023,22:48:36,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
3/15/2023,11:21:52,Not Given,Chose not to disclose,N/A,English,Springfield,Check Welfare
3/15/2023,12:06:22,41,Male,White,English,Springfield,Check Welfare
3/15/2023,13:13:56,39,Male,Other Single Race,English,Springfield,Public Assist
3/15/2023,15:24:49,44,Male,White,English,Springfield,Check Welfare
3/15/2023,17:29:36,64,Female,White,English,Springfield,Check Welfare
3/15/2023,17:36:11,46,Female,White,English,Springfield,Check Welfare
3/15/2023,18:23:48,44,Female,White,English,Springfield,Check Welfare
3/15/2023,19:16:39,Not Given,Chose not to disclose,N/A,English,Springfield,Check Welfare
3/15/2023,21:01:38,39,Male,Other Single Race,English,Springfield,Public Assist
3/15/2023,19:16:39,23,Non-Binary/ Gender Queer,White,English,Springfield,Check Welfare
3/15/2023,19:16:39,Not Given,Chose not to disclose,N/A,English,Springfield,Information Not Available
3/15/2023,23:26:03,70,Male,White,English,Springfield,Public Assist
3/16/2023,0:05:16,52,Male,White,English,Springfield,Police Assist
3/16/2023,0:35:58,Not Given,Female,White,English,Springfield,Check Welfare
3/16/2023,2:06:11,27,Female,White,English,Springfield,Public Assist
3/16/2023,2:53:38,Not Given,Female,White,English,Springfield,Check Welfare
3/15/2023,23:06:38,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
3/15/2023,23:18:54,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/15/2023,23:34:42,40,Female,N/A,English,Eugene,Public Assist
3/16/2023,1:17:57,33,Male,White,English,Eugene,Public Assist
3/16/2023,1:54:26,38,Male,White,English,Eugene,Check Welfare
3/16/2023,5:08:08,30,Female,Black or African American,English,Springfield,Check Welfare
3/16/2023,11:30:12,Not Given,Chose not to disclose,N/A,English,Springfield,Check Welfare
3/16/2023,12:25:09,Not Given,Chose not to disclose,N/A,English,Springfield,Check Welfare
3/16/2023,12:36:44,Not Given,Chose not to disclose,N/A,English,Springfield,Check Welfare
3/16/2023,13:13:08,52,Male,Native Hawaiian or Other Pac Island,English,Springfield,Check Welfare
3/16/2023,5:20:00,Not Given,Chose not to disclose,Other Single Race,English,Springfield,Public Assist
3/16/2023,6:20:00,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
3/16/2023,7:52:00,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
3/16/2023,8:45:00,Not Given,Male,White,English,Eugene,Check Welfare
3/16/2023,9:17:00,72,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/16/2023,9:40:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/16/2023,11:10:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/16/2023,11:30:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/16/2023,11:45:00,Not Given,Female,N/A,English,Eugene,Public Assist
3/16/2023,12:23:00,63,Male,N/A,English,Eugene,Check Welfare
3/16/2023,13:15:00,Not Given,Female,N/A,English,Eugene,Check Welfare
3/16/2023,13:55:00,Not Given,Chose not to disclose,White,English,Eugene,Check Welfare
3/16/2023,14:45:00,Not Given,Female,N/A,English,Eugene,Public Assist
3/16/2023,15:28:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/16/2023,15:57:00,Not Given,Chose not to disclose,White,English,Eugene,Check Welfare
3/16/2023,16:04:00,Not Given,Chose not to disclose,White,English,Eugene,Public Assist
3/16/2023,17:08:57,48,Male,Black or African American,Eugene,Eugene,Suicidal Subject
3/16/2023,13:30:16,82,Female,White,English,Springfield,Check Welfare
3/16/2023,13:49:21,50,Female,White,English,Springfield,Check Welfare
3/16/2023,15:51:20,20,Female,White,English,Springfield,Police Assist
3/16/2023,16:25:00,Not Given,Chose not to disclose,N/A,English,Springfield,Check Welfare
3/16/2023,18:21:21,30,Female,N/A,English,Eugene,Suicidal Subject
3/16/2023,18:27:39,66,Female,N/A,English,Eugene,Police Assist
3/16/2023,19:09:07,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/16/2023,19:13:52,71,Male,White,English,Eugene,Public Assist
3/16/2023,20:03:23,Not Given,Female,N/A,English,Eugene,Public Assist
3/16/2023,20:22:44,Not Given,Male,N/A,English,Eugene,Check Welfare
3/16/2023,20:45:58,68,Female,White,English,Eugene,Public Assist
3/16/2023,20:39:29,Not Given,Male,White,English,Eugene,Check Welfare
3/16/2023,23:17:42,Not Given,Male,N/A,English,Eugene,Public Assist
3/16/2023,23:20:34,Not Given,Female,N/A,English,Eugene,Public Assist
3/16/2023,23:28:21,Not Given,Female,White,English,Eugene,Check Welfare
3/16/2023,23:35:25,Not Given,Female,N/A,English,Eugene,Public Assist
3/16/2023,23:58:13,50,Male,White,English,Eugene,Public Assist
3/17/2023,0:15:18,42,Female,White,English,Eugene,Check Welfare
3/17/2023,0:58:52,69,Female,N/A,English,Eugene,Check Welfare
3/17/2023,1:20:07,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
3/17/2023,1:27:07,35,Male,White,English,Eugene,Check Welfare
3/17/2023,2:06:00,61,Female,White,English,Eugene,Public Assist
3/17/2023,2:35:24,Not Given,Female,White,English,Eugene,Check Welfare
3/17/2023,2:51:47,72,Female,White,English,Eugene,Check Welfare
3/17/2023,3:10:04,Not Given,Female,White,English,Eugene,Check Welfare
3/17/2023,3:40:10,33,Female,Black or African American,English,Eugene,Check Welfare
3/17/2023,3:48:29,44,Female,White,English,Eugene,Check Welfare
3/17/2023,4:29:43,Not Given,Male,Two or More Unspecified Race,English,Eugene,Public Assist
3/16/2023,17:07:00,Not Given,Chose not to disclose,N/A,English,Springfield,Check Welfare
3/16/2023,18:26:00,62,Male,White,English,Springfield,Check Welfare
3/16/2023,18:57:00,45,Female,White,English,Springfield,Public Assist
3/16/2023,20:47:00,60,Female,White,English,Springfield,Public Assist
3/16/2023,0:30:00,42,Female,White,English,Springfield,Public Assist
3/17/2023,0:55:00,Not Given,Male,White,English,Springfield,Suicidal Subject
3/17/2023,1:46:00,71,Male,White,English,Springfield,Public Assist
3/17/2023,2:10:00,47,Male,White,English,Springfield,Public Assist
3/17/2023,2:27:00,82,Female,White,English,Springfield,Public Assist
3/17/2023,3:09:00,35,Female,American Indian,English,Springfield,Check Welfare
3/17/2023,5:33:12,Not Given,Chose not to disclose,N/A,English,Springfield,Public Assist
3/17/2023,6:46:19,41,Male,White,English,Springfield,Public Assist
3/17/2023,8:04:34,Not Given,Chose not to disclose,N/A,English,Springfield,Check Welfare
3/17/2023,8:59:33,Not Given,Female,N/A,English,Springfield,Check Welfare
3/17/2023,10:24:00,Not Given,Chose not to disclose,N/A,English,Springfield,Check Welfare
3/17/2023,5:15:00,Not Given,Chose not to disclose,Asian,English,Eugene,Public Assist
3/17/2023,6:55:00,Not Given,Chose not to disclose,White,English,Eugene,Check Welfare
3/17/2023,7:10:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/17/2023,7:25:00,Not Given,Chose not to disclose,White,English,Eugene,Public Assist
3/17/2023,8:00:00,Not Given,Chose not to disclose,White,English,Eugene,Public Assist
3/17/2023,8:20:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/17/2023,8:40:00,Not Given,Chose not to disclose,White,English,Eugene,Public Assist
3/17/2023,9:15:00,15,Female,N/A,English,Eugene,Public Assist
3/17/2023,10:00:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/17/2023,10:30:00,Not Given,Female,White,English,Eugene,Check Welfare
3/17/2023,10:40:00,32,Male,White,English,Eugene,Public Assist
3/17/2023,11:10:00,44,Female,White,English,Eugene,Check Welfare
3/17/2023,11:40:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/17/2023,12:35:00,Not Given,Female,N/A,English,Eugene,Public Assist
3/17/2023,14:39:00,Not Given,Chose not to disclose,White,English,Eugene,Public Assist
3/17/2023,14:20:00,Not Given,Chose not to disclose,White,English,Eugene,Check Welfare
3/17/2023,11:42:26,Not Given,Chose not to disclose,White,English,Springfield,Check Welfare
3/17/2023,12:14:33,Not Given,Female,White,English,Springfield,Check Welfare
3/17/2023,12:35:26,Not Given,Female,White,English,Springfield,Check Welfare
3/17/2023,14:16:52,53,Male,White,English,Springfield,Public Assist
3/17/2023,21:30:15,15,Male,White,English,Eugene,Check Welfare
3/17/2023,17:39:53,48,Male,N/A,English,Springfield,Check Welfare
3/17/2023,20:14:45,Not Given,Chose not to disclose,N/A,English,Springfield,Check Welfare
3/17/2023,19:45:00,Not Given,Chose not to disclose,N/A,English,Springfield,Check Welfare
3/17/2023,17:55:10,Not Given,Male,N/A,English,Springfield,Check Welfare
3/17/2023,19:59:20,Not Given,Male,N/A,English,Springfield,Check Welfare
3/17/2023,20:25:51,30,Female,N/A,English,Springfield,Check Welfare
3/17/2023,21:45:00,45,Female,N/A,English,Springfield,Public Assist
3/17/2023,23:35:49,61,Female,N/A,English,Springfield,Check Welfare
3/18/2023,0:20:58,44,Female,N/A,English,Springfield,Public Assist
3/18/2023,1:25:00,Not Given,Male,N/A,English,Springfield,Public Assist
3/18/2023,1:41:03,42,Male,N/A,English,Springfield,Public Assist
3/18/2023,3:56:58,42,Male,N/A,English,Springfield,Check Welfare
3/17/2023,17:29:00,35,Male,Other Single Race,English,Eugene,Suicidal Subject
3/17/2023,18:00:00,81,Male,White,English,Eugene,Suicidal Subject
3/17/2023,19:38:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/17/2023,20:07:00,53,Male,White,English,Eugene,Check Welfare
3/17/2023,21:23:00,23,Male,Two or More Unspecified Race,English,Eugene,Suicidal Subject
3/17/2023,0:55:00,Not Given,Male,N/A,English,Eugene,Check Welfare
3/17/2023,23:13:00,33,Female (Assigned Male at Birth),Two or More Unspecified Race,English,Eugene,Suicidal Subject
3/18/2023,1:03:00,Not Given,Male,White,English,Eugene,Check Welfare
3/18/2023,1:23:00,51,Male,White,English,Eugene,Check Welfare
3/18/2023,2:05:00,15,Non-Binary/ Gender Queer,White,English,Eugene,Transport
3/18/2023,2:39:00,55,Male,White,English,Eugene,Public Assist
3/18/2023,3:00:00,44,Male,White,English,Eugene,Public Assist
3/18/2023,3:18:00,46,Female,White,English,Eugene,Public Assist
3/18/2023,3:38:00,45,Male,White,English,Eugene,Public Assist
3/18/2023,4:17:00,63,Female,White,English,Eugene,Public Assist
3/18/2023,6:58:00,Not Given,Chose not to disclose,N/A,English,Springfield,Check Welfare
3/18/2023,7:50:00,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
3/18/2023,11:30:10,Not Given,Chose not to disclose,N/A,English,Springfield,Check Welfare
3/18/2023,12:05:31,37,Female,White,Eugene,Springfield,Check Welfare
3/18/2023,12:25:07,82,Female,White,English,Springfield,Check Welfare
3/18/2023,14:01:57,26,Male,White,English,Springfield,Public Assist
3/18/2023,15:32:33,42,Male,N/A,English,Springfield,Check Welfare
3/18/2023,15:48:12,Not Given,Female,White,English,Springfield,Check Welfare
3/18/2023,5:25:00,Not Given,FEMALE,N/A,English,Eugene,Check Welfare
3/18/2023,5:43:00,46,MALE,WHITE,English,Eugene,Public Assist
3/18/2023,7:00:00,27,Female,WHITE,English,Eugene,Public Assist
3/18/2023,8:25:00,32,Female,white,English,Eugene,Public Assist
3/18/2023,9:52:00,Not Given,MALE,Black or African American,English,Eugene,Check Welfare
3/18/2023,10:15:00,48,MALE,WHITE,English,Eugene,Check Welfare
3/18/2023,11:05:00,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
3/18/2023,11:30:00,Not Given,MALE,Other Single Race,English,Eugene,Public Assist
3/18/2023,13:15:00,18,Male (Assigned Female at Birth),Other Single Race,English,Eugene,Suicidal Subject
3/18/2023,13:43:00,Not Given,Chose not to disclose,WHITE,English,Eugene,Check Welfare
3/18/2023,14:02:00,15,MALE,Other Single Race,English,Eugene,Police Assist
3/18/2023,14:40:00,Not Given,Chose not to disclose,N/A,English,Eugene,Information Not Available
3/18/2023,14:45:00,59,Female,WHITE,English,Eugene,Public Assist
3/18/2023,4:15:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/18/2023,16:05:49,42,Male,White,English,Springfield,Check Welfare
3/18/2023,17:30:32,41,Male,N/A,English,Springfield,Check Welfare
3/18/2023,17:56:15,82,Female,White,English,Springfield,Check Welfare
3/18/2023,18:52:36,31,Male,N/A,English,Springfield,Check Welfare
3/18/2023,20:17:17,Not Given,Female,White,English,Springfield,Police Assist
3/18/2023,21:29:16,62,Male,White,English,Springfield,Check Welfare
3/18/2023,21:33:54,Not Given,Male,White,English,Springfield,Check Welfare
3/18/2023,22:15:18,16,Male,White,English,Springfield,Public Assist
3/18/2023,23:59:37,Not Given,Male,N/A,English,Springfield,Check Welfare
3/19/2023,0:20:51,44,Female,White,English,Springfield,Check Welfare
3/19/2023,2:18:04,47,Male,White,English,Springfield,Public Assist
3/19/2023,2:35:13,40,Male,White,English,Springfield,Check Welfare
3/19/2023,3:20:34,36,Female,N/A,English,Springfield,Check Welfare
3/19/2023,3:43:33,Not Given,Chose not to disclose,N/A,English,Springfield,Information Not Available
3/18/2023,17:27:00,18,Male (Assigned Female at Birth),White,English,Eugene,Suicidal Subject
3/18/2023,18:18:00,31,Male,White,English,Eugene,Suicidal Subject
3/18/2023,19:01:00,45,Male,White,English,Eugene,Transport
3/18/2023,19:11:00,Not Given,Male,N/A,English,Eugene,Check Welfare
3/18/2023,19:17:00,51,Male,White,English,Eugene,Check Welfare
3/18/2023,19:40:00,43,Male,White,English,Eugene,Public Assist
3/18/2023,19:57:00,Not Given,Female,White,English,Eugene,Public Assist
3/18/2023,20:05:00,Not Given,Male,N/A,English,Eugene,Check Welfare
3/18/2023,20:17:00,26,Male,White,English,Eugene,Counseling
3/18/2023,20:44:00,36,Female,Two or More Unspecified Race,English,Eugene,Public Assist
3/18/2023,21:58:00,39,Female,White,English,Eugene,Police Assist
3/19/2023,0:05:00,56,Male,White,English,Eugene,Check Welfare
3/19/2023,0:13:00,Not Given,Female,N/A,English,Eugene,Public Assist
3/19/2023,0:24:00,26,Male,Black or African American,English,Eugene,Check Welfare
3/19/2023,0:35:00,Not Given,Male,N/A,English,Eugene,Public Assist
3/19/2023,0:43:00,Not Given,Female,N/A,English,Eugene,Public Assist
3/19/2023,0:48:00,Not Given,Male,N/A,English,Eugene,Public Assist
3/19/2023,1:06:00,Not Given,Male,N/A,English,Eugene,Check Welfare
3/19/2023,1:12:00,Not Given,Female,N/A,English,Eugene,Public Assist
3/19/2023,1:16:00,36,Male,White,English,Eugene,Public Assist
3/19/2023,1:26:00,Not Given,Female,N/A,English,Eugene,Suicidal Subject
3/19/2023,2:27:00,38,Female,White,English,Eugene,Public Assist
3/19/2023,3:25:00,50,Male,White,English,Eugene,Public Assist
3/19/2023,3:45:00,29,Male,White,English,Eugene,Suicidal Subject
3/19/2023,4:19:00,28,Male,White,English,Eugene,Check Welfare
3/19/2023,5:04:01,82,Female,White,English,Springfield,Public Assist
3/19/2023,7:21:53,Not Given,Male,N/A,English,Springfield,Public Assist
3/19/2023,7:41:51,48,Male,White,English,Springfield,Public Assist
3/19/2023,12:45:42,Not Given,Male,N/A,English,Springfield,Check Welfare
3/19/2023,13:20:32,62,Male,White,English,Springfield,Suicidal Subject
3/19/2023,5:11:38,39,Male,Black or African American,English,Eugene,Check Welfare
3/19/2023,5:35:59,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
3/19/2023,5:55:00,35,Male,White,English,Eugene,Public Assist
3/19/2023,6:25:38,19,Male,Black or African American,English,Eugene,Public Assist
3/19/2023,6:49:00,42,Male,White,English,Eugene,Public Assist
3/19/2023,7:07:00,55,Chose not to disclose,N/A,English,Eugene,Public Assist
3/19/2023,7:21:00,35,Male,Other Single Race,English,Eugene,Public Assist
3/19/2023,8:03:00,90,Male,White,English,Eugene,Check Welfare
3/19/2023,8:49:52,8,Male,White,English,Eugene,Public Assist
3/19/2023,9:46:00,27,Female,White,English,Eugene,Check Welfare
3/19/2023,10:12:00,56,Male,White,English,Eugene,Check Welfare
3/19/2023,11:01:00,70,Chose not to disclose,N/A,English,Eugene,Public Assist
3/19/2023,11:11:22,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/19/2023,11:20:00,52,Female,White,English,Eugene,Public Assist
3/19/2023,12:45:29,42,Female,White,English,Eugene,Check Welfare
3/19/2023,13:19:37,38,Female,White,English,Eugene,Public Assist
3/19/2023,14:07:22,Not Given,Male,White,English,Eugene,Check Welfare
3/19/2023,14:17:00,42,Female,White,English,Eugene,Check Welfare
3/19/2023,14:40:00,Not Given,Male,N/A,English,Eugene,Check Welfare
3/19/2023,15:11:00,59,Female (Assigned Male at Birth),White,English,Eugene,Check Welfare
3/19/2023,15:23:00,82,Male,White,English,Eugene,Check Welfare
3/19/2023,15:50:02,38,Male,White,English,Eugene,Police Assist
3/19/2023,16:36:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/19/2023,17:31:35,Not Given,Male,N/A,English,Springfield,Check Welfare
3/19/2023,18:05:10,Not Given,Chose not to disclose,N/A,English,Springfield,Public Assist
3/19/2023,18:20:08,Not Given,Male,White,English,Springfield,Check Welfare
3/19/2023,18:44:58,29,Male,White,English,Springfield,Check Welfare
3/19/2023,19:51:07,Not Given,Male,N/A,English,Springfield,Check Welfare
3/19/2023,20:09:50,44,Female,White,English,Springfield,Public Assist
3/19/2023,20:36:45,40,Male,White,English,Springfield,Check Welfare
3/19/2023,20:57:28,70,Male,White,English,Springfield,Check Welfare
3/19/2023,21:23:55,57,Male,White,English,Springfield,Check Welfare
3/19/2023,1:49:48,76,Female,White,English,Springfield,Public Assist
3/19/2023,22:25:41,70,Male,White,English,Springfield,Check Welfare
3/19/2023,23:45:32,Not Given,Female,N/A,English,Springfield,Check Welfare
3/19/2023,0:07:26,42,Male,White,English,Springfield,Check Welfare
3/20/2023,1:20:03,47,Male,N/A,English,Springfield,Check Welfare
3/19/2023,17:00:00,25,Female,White,English,Eugene,Public Assist
3/19/2023,17:32:00,28,Female,White,Eugene,Eugene,Police Assist
3/19/2023,19:04:00,62,Male,White,English,Eugene,Public Assist
3/19/2023,18:56:00,46,Male,White,English,Eugene,Check Welfare
3/19/2023,20:01:00,Not Given,Chose not to disclose,N/A,English,Eugene,Police Assist
3/19/2023,20:07:00,44,Male,White,English,Eugene,Public Assist
3/19/2023,20:41:00,39,Female,N/A,English,Eugene,Suicidal Subject
3/19/2023,20:52:00,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
3/19/2023,20:57:00,Not Given,Female,White,English,Eugene,Public Assist
3/19/2023,21:11:00,47,Chose not to disclose,N/A,English,Eugene,Public Assist
3/19/2023,21:07:00,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
3/19/2023,21:20:00,Not Given,Chose not to disclose,N/A,English,Eugene,Transport
3/19/2023,21:35:00,34,Female,White,English,Eugene,Counseling
3/19/2023,22:03:00,Not Given,Male,White,English,Eugene,Public Assist
3/19/2023,22:40:00,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
3/19/2023,22:48:00,33,Male,N/A,English,Eugene,Public Assist
3/19/2023,22:51:00,18,Male (Assigned Female at Birth),White,English,Eugene,EMS Assist
3/19/2023,23:40:00,59,Male,White,English,Eugene,Counseling
3/20/2023,0:10:00,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
3/20/2023,0:27:00,50,Male,White,English,Eugene,Check Welfare
3/20/2023,0:53:00,60,Male,White,English,Eugene,Public Assist
3/20/2023,1:25:00,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
3/20/2023,2:13:00,40,Male,White,English,Eugene,Check Welfare
3/20/2023,2:38:00,42,Male,White,English,Eugene,Public Assist
3/20/2023,2:46:00,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
3/20/2023,2:50:00,19,Male,N/A,English,Eugene,Suicidal Subject
3/20/2023,3:20:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/20/2023,3:32:00,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
3/20/2023,4:06:00,35,Female,White,English,Eugene,Public Assist
3/20/2023,5:49:11,37,Male,Other Single Race,English,Eugene,Fire Assist
3/20/2023,8:53:58,16,Male,White,English,Springfield,Public Assist
3/20/2023,12:01:06,40,Male,White,English,Springfield,Check Welfare
3/20/2023,13:25:37,Not Given,Chose not to disclose,N/A,English,Springfield,Check Welfare
3/20/2023,14:24:00,17,Male (Assigned Female at Birth),White,English,Springfield,Public Assist
3/20/2023,15:11:11,49,Female,White,English,Springfield,Public Assist
3/20/2023,5:25:34,43,Male,White,English,Eugene,Public Assist
3/20/2023,6:34:51,72,Female,White,English,Eugene,Public Assist
3/20/2023,7:33:01,40,Male,White,English,Eugene,Check Welfare
3/20/2023,7:56:27,43,Male,White,English,Eugene,Public Assist
3/20/2023,8:30:59,43,Female,White,English,Eugene,Check Welfare
3/20/2023,9:26:15,Not Given,Male,N/A,English,Eugene,Public Assist
3/20/2023,9:38:37,Not Given,Male,White,English,Eugene,Public Assist
3/20/2023,10:03:52,45,Male,White,English,Eugene,Public Assist
3/20/2023,10:44:30,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/20/2023,10:44:30,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/20/2023,23:50:38,20,Chose not to disclose,White,English,Eugene,Check Welfare
3/20/2023,13:00:42,53,Female,White,English,Eugene,Public Assist
3/20/2023,15:15:43,73,Male,White,English,Eugene,Check Welfare
3/20/2023,16:13:46,26,Female,White,English,Eugene,Public Assist
3/20/2023,17:01:36,Not Given,Female,N/A,English,Eugene,Check Welfare
3/20/2023,18:21:00,45,Male,White,English,Eugene,Public Assist
3/20/2023,19:13:23,32,Male,Black or African American,English,Eugene,Check Welfare
3/20/2023,19:50:00,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
3/20/2023,19:57:58,70,Female,White,English,Eugene,Suicidal Subject
3/20/2023,20:41:29,35,Female,Asian,English,Eugene,Suicidal Subject
3/20/2023,22:05:24,44,Male,N/A,English,Eugene,Public Assist
3/20/2023,22:16:56,36,Male,White,English,Eugene,Check Welfare
3/20/2023,22:26:13,51,Female,White,English,Eugene,Police Assist
3/20/2023,23:19:57,15,Female,N/A,English,Eugene,Check Welfare
3/21/2023,0:03:00,Not Given,Female,N/A,English,Eugene,Check Welfare
3/21/2023,0:15:37,30,Male,White,English,Eugene,Check Welfare
3/21/2023,1:47:40,Not Given,Male,N/A,English,Eugene,Public Assist
3/21/2023,1:20:00,Not Given,Male,N/A,English,Eugene,Check Welfare
3/21/2023,1:37:00,Not Given,Male,N/A,English,Eugene,Public Assist
3/21/2023,1:42:16,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
3/21/2023,2:00:33,64,Male,White,English,Eugene,Check Welfare
3/21/2023,2:10:46,19,Female,N/A,English,Eugene,Check Welfare
3/21/2023,2:36:52,Not Given,Female,N/A,English,Eugene,Check Welfare
3/21/2023,2:55:57,55,Male,White,English,Eugene,Check Welfare
3/21/2023,3:18:47,22,Male,N/A,English,Eugene,Public Assist
3/21/2023,3:26:02,44,Male,White,English,Eugene,Public Assist
3/21/2023,3:47:11,53,Female,White,English,Eugene,Check Welfare
3/20/2023,18:41:28,43,Male,White,English,Eugene,Check Welfare
3/20/2023,19:03:25,21,Male,White,English,Springfield,Public Assist
3/20/2023,20:27:10,29,Female,White,English,Springfield,Police Assist
3/20/2023,20:47:43,Not Given,Chose not to disclose,White,English,Springfield,Public Assist
3/20/2023,23:10:51,40,Male,White,English,Springfield,Public Assist
3/21/2023,3:56:21,52,Male,White,English,Springfield,Public Assist
3/21/2023,5:14:00,Not Given,Male,Two or More Unspecified Race,English,Eugene,Check Welfare
3/21/2023,5:30:00,64,Chose not to disclose,N/A,English,Eugene,Public Assist
3/21/2023,5:40:00,46,Male,White,English,Eugene,Public Assist
3/21/2023,6:07:00,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
3/21/2023,6:13:00,24,Male,Black or African American,English,Eugene,Suicidal Subject
3/21/2023,6:14:00,23,Female,White,English,Eugene,Suicidal Subject
3/21/2023,7:30:00,31,Male,White,English,Eugene,Public Assist
3/21/2023,7:43:00,60,Female,White,English,Eugene,Public Assist
3/21/2023,8:08:00,Not Given,Chose not to disclose,White,English,Eugene,Check Welfare
3/21/2023,8:22:00,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
3/21/2023,8:38:00,60,Female,White,English,Eugene,Public Assist
3/21/2023,9:50:00,61,Male,White,English,Eugene,Public Assist
3/21/2023,10:54:00,71,Female,White,English,Eugene,Suicidal Subject
3/21/2023,12:00:00,61,Female,N/A,English,Eugene,Public Assist
3/21/2023,0:09:00,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
3/21/2023,14:17:00,41,Male (Assigned Female at Birth),White,English,Eugene,Public Assist
